date;unit_sales
2013-09-04;348,0
2013-09-05;264,0
2013-09-06;349,0
2013-09-07;542,0
2013-09-08;491,0
2013-09-09;281,0
2013-09-10;265,0
2013-09-11;305,0
2013-09-12;271,0
2013-09-13;349,0
2013-09-14;529,0
2013-09-15;490,0
2013-09-16;251,0
2013-09-17;282,0
2013-09-18;248,0
2013-09-19;277,0
2013-09-20;337,0
2013-09-21;477,0
2013-09-22;427,0
2013-09-23;245,0
2013-09-24;226,0
2013-09-25;214,0
2013-09-26;217,0
2013-09-27;292,0
2013-09-28;511,0
2013-09-29;436,0
2013-09-30;252,0
2013-10-01;335,0
2013-10-02;317,0
2013-10-03;283,0
2013-10-04;360,0
2013-10-05;586,0
2013-10-06;496,0
2013-10-07;274,0
2013-10-08;267,0
2013-10-09;301,0
2013-10-10;289,0
2013-10-11;457,0
2013-10-12;407,0
2013-10-13;391,0
2013-10-14;206,0
2013-10-15;187,0
2013-10-16;254,0
2013-10-17;220,0
2013-10-18;308,0
2013-10-19;512,0
2013-10-20;421,0
2013-10-21;237,0
2013-10-22;212,0
2013-10-23;262,0
2013-10-24;218,0
2013-10-25;292,0
2013-10-26;473,0
2013-10-27;475,0
2013-10-28;243,0
2013-10-29;219,0
2013-10-30;269,0
2013-10-31;240,0
2013-11-01;333,0
2013-11-02;558,0
2013-11-03;469,0
2013-11-04;297,0
2013-11-05;293,0
2013-11-06;315,0
2013-11-07;236,0
2013-11-08;296,0
2013-11-09;461,0
2013-11-10;436,0
2013-11-11;198,0
2013-11-12;216,0
2013-11-13;222,0
2013-11-14;231,0
2013-11-15;315,0
2013-11-16;508,0
2013-11-17;462,0
2013-11-18;260,0
2013-11-19;220,0
2013-11-20;244,0
2013-11-21;193,0
2013-11-22;266,0
2013-11-23;435,0
2013-11-24;379,0
2013-11-25;202,0
2013-11-26;171,0
2013-11-27;214,0
2013-11-28;235,0
2013-11-29;256,0
2013-11-30;404,0
2013-12-01;456,0
2013-12-02;318,0
2013-12-03;239,0
2013-12-04;225,0
2013-12-05;280,0
2013-12-06;354,0
2013-12-07;481,0
2013-12-08;366,0
2013-12-09;263,0
2013-12-10;210,0
2013-12-11;327,0
2013-12-12;237,0
2013-12-13;312,0
2013-12-14;432,0
2013-12-15;439,0
2013-12-16;316,0
2013-12-17;312,0
2013-12-18;525,0
2013-12-19;262,0
2013-12-20;204,0
2013-12-21;442,0
2013-12-22;487,0
2013-12-23;555,0
2013-12-24;536,0
2013-12-26;280,0
2013-12-27;269,0
2013-12-28;345,0
2013-12-29;406,0
2013-12-30;723,0
2013-12-31;719,0
2014-01-01;2,0
2014-01-02;404,0
2014-01-03;369,0
2014-01-04;552,0
2014-01-05;513,0
2014-01-06;306,0
2014-01-07;302,0
2014-01-08;349,0
2014-01-09;272,0
2014-01-10;322,0
2014-01-11;488,0
2014-01-12;460,0
2014-01-13;236,0
2014-01-14;229,0
2014-01-15;257,0
2014-01-16;268,0
2014-01-17;297,0
2014-01-18;458,0
2014-01-19;481,0
2014-01-20;219,0
2014-01-21;232,0
2014-01-22;239,0
2014-01-23;244,0
2014-01-24;368,0
2014-01-25;451,0
2014-01-26;411,0
2014-01-27;230,0
2014-01-28;250,0
2014-01-29;274,0
2014-01-30;328,0
2014-01-31;412,0
2014-02-01;623,0
2014-02-02;520,0
2014-02-03;361,0
2014-02-04;325,0
2014-02-05;333,0
2014-02-06;294,0
2014-02-07;370,0
2014-02-08;564,0
2014-02-09;422,0
2014-02-10;319,0
2014-02-11;285,0
2014-02-12;358,0
2014-02-13;395,0
2014-02-14;502,0
2014-02-15;532,0
2014-02-16;460,0
2014-02-17;288,0
2014-02-18;321,0
2014-02-19;305,0
2014-02-20;279,0
2014-02-21;355,0
2014-02-22;519,0
2014-02-23;429,0
2014-02-24;292,0
2014-02-25;261,0
2014-02-26;240,0
2014-02-27;266,0
2014-02-28;321,0
2014-03-01;558,0
2014-03-02;385,0
2014-03-03;364,0
2014-03-04;413,0
2014-03-05;330,0
2014-03-06;320,0
2014-03-07;354,0
2014-03-08;513,0
2014-03-09;494,0
2014-03-10;226,0
2014-03-11;289,0
2014-03-12;274,0
2014-03-13;279,0
2014-03-14;356,0
2014-03-15;439,0
2014-03-16;476,0
2014-03-17;276,0
2014-03-18;262,0
2014-03-19;283,0
2014-03-20;277,0
2014-03-21;298,0
2014-03-22;484,0
2014-03-23;439,0
2014-03-24;239,0
2014-03-25;263,0
2014-03-26;317,0
2014-03-27;273,0
2014-03-28;356,0
2014-03-29;536,0
2014-03-30;386,0
2014-03-31;318,0
2014-04-01;342,0
2014-04-02;316,0
2014-04-03;357,0
2014-04-04;357,0
2014-04-05;604,0
2014-04-06;536,0
2014-04-07;293,0
2014-04-08;293,0
2014-04-09;274,0
2014-04-10;304,0
2014-04-11;326,0
2014-04-12;489,0
2014-04-13;407,0
2014-04-14;226,0
2014-04-15;238,0
2014-04-16;292,0
2014-04-17;236,0
2014-04-18;250,0
2014-04-19;381,0
2014-04-20;330,0
2014-04-21;264,0
2014-04-22;222,0
2014-04-23;238,0
2014-04-24;278,0
2014-04-25;323,0
2014-04-26;444,0
2014-04-27;452,0
2014-04-28;185,0
2014-04-29;259,0
2014-04-30;287,0
2014-05-01;507,0
2014-05-02;340,0
2014-05-03;516,0
2014-05-04;450,0
2014-05-05;259,0
2014-05-06;229,0
2014-05-07;291,0
2014-05-08;312,0
2014-05-09;403,0
2014-05-10;783,0
2014-05-11;466,0
2014-05-12;169,0
2014-05-13;204,0
2014-05-14;259,0
2014-05-15;238,0
2014-05-16;318,0
2014-05-17;414,0
2014-05-18;426,0
2014-05-19;257,0
2014-05-20;231,0
2014-05-21;250,0
2014-05-22;216,0
2014-05-23;275,0
2014-05-24;481,0
2014-05-25;377,0
2014-05-26;202,0
2014-05-27;207,0
2014-05-28;267,0
2014-05-29;271,0
2014-05-30;267,0
2014-05-31;483,0
2014-06-01;474,0
2014-06-02;282,0
2014-06-03;299,0
2014-06-04;250,0
2014-06-05;248,0
2014-06-06;325,0
2014-06-07;449,0
2014-06-08;406,0
2014-06-09;263,0
2014-06-10;254,0
2014-06-11;238,0
2014-06-12;260,0
2014-06-13;389,0
2014-06-14;725,0
2014-06-15;346,0
2014-06-16;204,0
2014-06-17;239,0
2014-06-18;261,0
2014-06-19;240,0
2014-06-20;264,0
2014-06-21;434,0
2014-06-22;359,0
2014-06-23;227,0
2014-06-24;211,0
2014-06-25;261,0
2014-06-26;228,0
2014-06-27;338,0
2014-06-28;418,0
2014-06-29;402,0
2014-06-30;248,0
2014-07-01;308,0
2014-07-02;347,0
2014-07-03;317,0
2014-07-04;318,0
2014-07-05;504,0
2014-07-06;459,0
2014-07-07;270,0
2014-07-08;247,0
2014-07-09;278,0
2014-07-10;298,0
2014-07-11;310,0
2014-07-12;476,0
2014-07-13;415,0
2014-07-14;273,0
2014-07-15;293,0
2014-07-16;334,0
2014-07-17;261,0
2014-07-18;308,0
2014-07-19;468,0
2014-07-20;372,0
2014-07-21;244,0
2014-07-22;274,0
2014-07-23;275,0
2014-07-24;311,0
2014-07-25;396,0
2014-07-26;479,0
2014-07-27;454,0
2014-07-28;310,0
2014-07-29;305,0
2014-07-30;309,0
2014-07-31;346,0
2014-08-01;449,0
2014-08-02;559,0
2014-08-03;521,0
2014-08-04;391,0
2014-08-05;345,0
2014-08-06;374,0
2014-08-07;295,0
2014-08-08;344,0
2014-08-09;1135,0
2014-08-10;445,0
2014-08-11;392,0
2014-08-12;314,0
2014-08-13;319,0
2014-08-14;336,0
2014-08-15;357,0
2014-08-16;488,0
2014-08-17;451,0
2014-08-18;315,0
2014-08-19;340,0
2014-08-20;343,0
2014-08-21;326,0
2014-08-22;408,0
2014-08-23;476,0
2014-08-24;441,0
2014-08-25;309,0
2014-08-26;294,0
2014-08-27;337,0
2014-08-28;308,0
2014-08-29;400,0
2014-08-30;478,0
2014-08-31;416,0
2014-09-01;358,0
2014-09-02;339,0
2014-09-03;326,0
2014-09-04;317,0
2014-09-05;1175,0
2014-09-06;587,0
2014-09-07;466,0
2014-09-08;308,0
2014-09-09;258,0
2014-09-10;285,0
2014-09-11;267,0
2014-09-12;420,0
2014-09-13;565,0
2014-09-14;476,0
2014-09-15;289,0
2014-09-16;336,0
2014-09-17;265,0
2014-09-18;252,0
2014-09-19;375,0
2014-09-20;505,0
2014-09-21;429,0
2014-09-22;257,0
2014-09-23;331,0
2014-09-24;286,0
2014-09-25;232,0
2014-09-26;263,0
2014-09-27;409,0
2014-09-28;428,0
2014-09-29;236,0
2014-09-30;242,0
2014-10-01;295,0
2014-10-02;337,0
2014-10-03;337,0
2014-10-04;592,0
2014-10-05;449,0
2014-10-06;281,0
2014-10-07;276,0
2014-10-08;276,0
2014-10-09;227,0
2014-10-10;435,0
2014-10-11;402,0
2014-10-12;324,0
2014-10-13;208,0
2014-10-14;227,0
2014-10-15;240,0
2014-10-16;250,0
2014-10-17;255,0
2014-10-18;456,0
2014-10-19;360,0
2014-10-20;214,0
2014-10-21;223,0
2014-10-22;192,0
2014-10-23;206,0
2014-10-24;282,0
2014-10-25;430,0
2014-10-26;369,0
2014-10-27;194,0
2014-10-28;195,0
2014-10-29;235,0
2014-10-30;203,0
2014-10-31;257,0
2014-11-01;446,0
2014-11-02;379,0
2014-11-03;494,0
2014-11-04;285,0
2014-11-05;288,0
2014-11-06;258,0
2014-11-07;333,0
2014-11-08;447,0
2014-11-09;459,0
2014-11-10;242,0
2014-11-11;261,0
2014-11-12;223,0
2014-11-13;236,0
2014-11-14;291,0
2014-11-15;404,0
2014-11-16;412,0
2014-11-17;253,0
2014-11-18;231,0
2014-11-19;222,0
2014-11-20;210,0
2014-11-21;289,0
2014-11-22;409,0
2014-11-23;377,0
2014-11-24;201,0
2014-11-25;187,0
2014-11-26;232,0
2014-11-27;246,0
2014-11-28;248,0
2014-11-29;429,0
2014-11-30;330,0
2014-12-01;262,0
2014-12-02;329,0
2014-12-03;283,0
2014-12-04;290,0
2014-12-05;289,0
2014-12-06;388,0
2014-12-07;393,0
2014-12-08;257,0
2014-12-09;360,0
2014-12-10;231,0
2014-12-11;242,0
2014-12-12;301,0
2014-12-13;445,0
2014-12-14;365,0
2014-12-15;266,0
2014-12-16;317,0
2014-12-17;318,0
2014-12-18;328,0
2014-12-19;373,0
2014-12-20;428,0
2014-12-21;453,0
2014-12-22;397,0
2014-12-23;410,0
2014-12-24;467,0
2014-12-26;475,0
2014-12-27;387,0
2014-12-28;350,0
2014-12-29;383,0
2014-12-30;573,0
2014-12-31;621,0
2015-01-01;10,0
2015-01-02;466,0
2015-01-03;518,0
2015-01-04;458,0
2015-01-05;282,0
2015-01-06;323,0
2015-01-07;348,0
2015-01-08;277,0
2015-01-09;345,0
2015-01-10;415,0
2015-01-11;410,0
2015-01-12;246,0
2015-01-13;242,0
2015-01-14;208,0
2015-01-15;274,0
2015-01-16;305,0
2015-01-17;488,0
2015-01-18;432,0
2015-01-19;217,0
2015-01-20;223,0
2015-01-21;235,0
2015-01-22;193,0
2015-01-23;329,0
2015-01-24;444,0
2015-01-25;362,0
2015-01-26;202,0
2015-01-27;202,0
2015-01-28;235,0
2015-01-29;179,0
2015-01-30;258,0
2015-01-31;466,0
2015-02-01;455,0
2015-02-02;259,0
2015-02-03;291,0
2015-02-04;240,0
2015-02-05;263,0
2015-02-06;285,0
2015-02-07;458,0
2015-02-08;354,0
2015-02-09;288,0
2015-02-10;241,0
2015-02-11;282,0
2015-02-12;237,0
2015-02-13;269,0
2015-02-14;400,0
2015-02-15;286,0
2015-02-16;294,0
2015-02-17;380,0
2015-02-18;258,0
2015-02-19;252,0
2015-02-20;328,0
2015-02-21;422,0
2015-02-22;391,0
2015-02-23;186,0
2015-02-24;219,0
2015-02-25;225,0
2015-02-26;239,0
2015-02-27;316,0
2015-02-28;465,0
2015-03-01;479,0
2015-03-02;272,0
2015-03-03;268,0
2015-03-04;300,0
2015-03-05;253,0
2015-03-06;292,0
2015-03-07;509,0
2015-03-08;385,0
2015-03-09;220,0
2015-03-10;309,0
2015-03-11;271,0
2015-03-12;234,0
2015-03-13;343,0
2015-03-14;477,0
2015-03-15;412,0
2015-03-16;204,0
2015-03-17;280,0
2015-03-18;207,0
2015-03-19;256,0
2015-03-20;388,0
2015-03-21;565,0
2015-03-22;475,0
2015-03-23;277,0
2015-03-24;313,0
2015-03-25;278,0
2015-03-26;258,0
2015-03-27;357,0
2015-03-28;479,0
2015-03-29;432,0
2015-03-30;243,0
2015-03-31;283,0
2015-04-01;342,0
2015-04-02;307,0
2015-04-03;335,0
2015-04-04;463,0
2015-04-05;462,0
2015-04-06;243,0
2015-04-07;295,0
2015-04-08;269,0
2015-04-09;203,0
2015-04-10;277,0
2015-04-11;387,0
2015-04-12;377,0
2015-04-13;245,0
2015-04-14;221,0
2015-04-15;253,0
2015-04-16;284,0
2015-04-17;291,0
2015-04-18;438,0
2015-04-19;411,0
2015-04-20;221,0
2015-04-21;218,0
2015-04-22;231,0
2015-04-23;225,0
2015-04-24;279,0
2015-04-25;406,0
2015-04-26;360,0
2015-04-27;199,0
2015-04-28;206,0
2015-04-29;213,0
2015-04-30;290,0
2015-05-01;552,0
2015-05-02;486,0
2015-05-03;452,0
2015-05-04;231,0
2015-05-05;248,0
2015-05-06;259,0
2015-05-07;255,0
2015-05-08;412,0
2015-05-09;766,0
2015-05-10;472,0
2015-05-11;221,0
2015-05-12;230,0
2015-05-13;199,0
2015-05-14;254,0
2015-05-15;307,0
2015-05-16;390,0
2015-05-17;415,0
2015-05-18;189,0
2015-05-19;182,0
2015-05-20;251,0
2015-05-21;209,0
2015-05-22;289,0
2015-05-23;441,0
2015-05-24;385,0
2015-05-25;208,0
2015-05-26;192,0
2015-05-27;228,0
2015-05-28;217,0
2015-05-29;325,0
2015-05-30;513,0
2015-05-31;491,0
2015-06-01;260,0
2015-06-02;270,0
2015-06-03;306,0
2015-06-04;253,0
2015-06-05;303,0
2015-06-06;473,0
2015-06-07;422,0
2015-06-08;241,0
2015-06-09;230,0
2015-06-10;237,0
2015-06-11;244,0
2015-06-12;260,0
2015-06-13;439,0
2015-06-14;423,0
2015-06-15;244,0
2015-06-16;226,0
2015-06-17;256,0
2015-06-18;248,0
2015-06-19;406,0
2015-06-20;620,0
2015-06-21;442,0
2015-06-22;208,0
2015-06-23;200,0
2015-06-24;232,0
2015-06-25;244,0
2015-06-26;334,0
2015-06-27;450,0
2015-06-28;392,0
2015-06-29;222,0
2015-06-30;222,0
2015-07-01;308,0
2015-07-02;290,0
2015-07-03;332,0
2015-07-04;483,0
2015-07-05;442,0
2015-07-06;304,0
2015-07-07;262,0
2015-07-08;279,0
2015-07-09;256,0
2015-07-10;324,0
2015-07-11;393,0
2015-07-12;326,0
2015-07-13;237,0
2015-07-14;217,0
2015-07-15;272,0
2015-07-16;298,0
2015-07-17;303,0
2015-07-18;413,0
2015-07-19;379,0
2015-07-20;239,0
2015-07-21;245,0
2015-07-22;246,0
2015-07-23;264,0
2015-07-24;297,0
2015-07-25;389,0
2015-07-26;329,0
2015-07-27;228,0
2015-07-28;229,0
2015-07-29;271,0
2015-07-30;247,0
2015-07-31;310,0
2015-08-01;531,0
2015-08-02;412,0
2015-08-03;276,0
2015-08-04;258,0
2015-08-05;278,0
2015-08-06;253,0
2015-08-07;320,0
2015-08-08;422,0
2015-08-09;307,0
2015-08-10;349,0
2015-08-11;198,0
2015-08-12;269,0
2015-08-13;288,0
2015-08-14;360,0
2015-08-15;457,0
2015-08-16;366,0
2015-08-17;261,0
2015-08-18;285,0
2015-08-19;246,0
2015-08-20;232,0
2015-08-21;307,0
2015-08-22;425,0
2015-08-23;366,0
2015-08-24;254,0
2015-08-25;242,0
2015-08-26;268,0
2015-08-27;271,0
2015-08-28;352,0
2015-08-29;436,0
2015-08-30;419,0
2015-08-31;247,0
2015-09-01;313,0
2015-09-02;343,0
2015-09-03;295,0
2015-09-04;342,0
2015-09-05;514,0
2015-09-06;420,0
2015-09-07;235,0
2015-09-08;227,0
2015-09-09;289,0
2015-09-10;197,0
2015-09-11;267,0
2015-09-12;411,0
2015-09-13;350,0
2015-09-14;231,0
2015-09-15;224,0
2015-09-16;263,0
2015-09-17;223,0
2015-09-18;289,0
2015-09-19;475,0
2015-09-20;341,0
2015-09-21;212,0
2015-09-22;213,0
2015-09-23;227,0
2015-09-24;209,0
2015-09-25;283,0
2015-09-26;459,0
2015-09-27;400,0
2015-09-28;207,0
2015-09-29;170,0
2015-09-30;233,0
2015-10-01;349,0
2015-10-02;412,0
2015-10-03;599,0
2015-10-04;555,0
2015-10-05;313,0
2015-10-06;298,0
2015-10-07;295,0
2015-10-08;320,0
2015-10-09;542,0
2015-10-10;489,0
2015-10-11;404,0
2015-10-12;235,0
2015-10-13;230,0
2015-10-14;288,0
2015-10-15;232,0
2015-10-16;369,0
2015-10-17;511,0
2015-10-18;491,0
2015-10-19;242,0
2015-10-20;253,0
2015-10-21;246,0
2015-10-22;260,0
2015-10-23;303,0
2015-10-24;438,0
2015-10-25;398,0
2015-10-26;175,0
2015-10-27;178,0
2015-10-28;191,0
2015-10-29;209,0
2015-10-30;292,0
2015-10-31;433,0
2015-11-01;384,0
2015-11-02;421,0
2015-11-03;402,0
2015-11-04;236,0
2015-11-05;219,0
2015-11-06;305,0
2015-11-07;494,0
2015-11-08;427,0
2015-11-09;174,0
2015-11-10;211,0
2015-11-11;190,0
2015-11-12;192,0
2015-11-13;260,0
2015-11-14;414,0
2015-11-15;360,0
2015-11-16;212,0
2015-11-17;187,0
2015-11-18;224,0
2015-11-19;187,0
2015-11-20;242,0
2015-11-21;365,0
2015-11-22;276,0
2015-11-23;163,0
2015-11-24;162,0
2015-11-25;174,0
2015-11-26;259,0
2015-11-27;253,0
2015-11-28;354,0
2015-11-29;344,0
2015-11-30;225,0
2015-12-01;245,0
2015-12-02;275,0
2015-12-03;228,0
2015-12-04;240,0
2015-12-05;350,0
2015-12-06;380,0
2015-12-07;228,0
2015-12-08;301,0
2015-12-09;213,0
2015-12-10;225,0
2015-12-11;230,0
2015-12-12;342,0
2015-12-13;302,0
2015-12-14;190,0
2015-12-15;240,0
2015-12-16;246,0
2015-12-17;237,0
2015-12-18;276,0
2015-12-19;392,0
2015-12-20;380,0
2015-12-21;305,0
2015-12-22;378,0
2015-12-23;414,0
2015-12-24;481,0
2015-12-26;360,0
2015-12-27;312,0
2015-12-28;303,0
2015-12-29;338,0
2015-12-30;458,0
2015-12-31;541,0
2016-01-01;1,0
2016-01-02;384,0
2016-01-03;381,0
2016-01-04;274,0
2016-01-05;282,0
2016-01-06;251,0
2016-01-07;211,0
2016-01-08;244,0
2016-01-09;381,0
2016-01-10;348,0
2016-01-11;154,0
2016-01-12;192,0
2016-01-13;223,0
2016-01-14;202,0
2016-01-15;259,0
2016-01-16;373,0
2016-01-17;328,0
2016-01-18;207,0
2016-01-19;179,0
2016-01-20;181,0
2016-01-21;181,0
2016-01-22;259,0
2016-01-23;323,0
2016-01-24;308,0
2016-01-25;161,0
2016-01-26;203,0
2016-01-27;187,0
2016-01-28;157,0
2016-01-29;238,0
2016-01-30;415,0
2016-01-31;320,0
2016-02-01;183,0
2016-02-02;198,0
2016-02-03;220,0
2016-02-04;223,0
2016-02-05;215,0
2016-02-06;308,0
2016-02-07;211,0
2016-02-08;262,0
2016-02-09;294,0
2016-02-10;180,0
2016-02-11;223,0
2016-02-12;227,0
2016-02-13;318,0
2016-02-14;336,0
2016-02-15;153,0
2016-02-16;195,0
2016-02-17;237,0
2016-02-18;156,0
2016-02-19;220,0
2016-02-20;306,0
2016-02-21;255,0
2016-02-22;149,0
2016-02-23;137,0
2016-02-24;181,0
2016-02-25;141,0
2016-02-26;215,0
2016-02-27;314,0
2016-02-28;271,0
2016-02-29;170,0
2016-03-01;236,0
2016-03-02;233,0
2016-03-03;219,0
2016-03-04;262,0
2016-03-05;476,0
2016-03-06;415,0
2016-03-07;211,0
2016-03-08;248,0
2016-03-09;236,0
2016-03-10;194,0
2016-03-11;293,0
2016-03-12;314,0
2016-03-13;348,0
2016-03-14;208,0
2016-03-15;227,0
2016-03-16;251,0
2016-03-17;246,0
2016-03-18;213,0
2016-03-19;381,0
2016-03-20;311,0
2016-03-21;189,0
2016-03-22;172,0
2016-03-23;176,0
2016-03-24;129,0
2016-03-25;153,0
2016-03-26;258,0
2016-03-27;226,0
2016-03-28;143,0
2016-03-29;166,0
2016-03-30;184,0
2016-03-31;214,0
2016-04-01;323,0
2016-04-02;442,0
2016-04-03;404,0
2016-04-04;178,0
2016-04-05;220,0
2016-04-06;173,0
2016-04-07;217,0
2016-04-08;272,0
2016-04-09;424,0
2016-04-10;323,0
2016-04-11;184,0
2016-04-12;189,0
2016-04-13;172,0
2016-04-14;201,0
2016-04-15;250,0
2016-04-16;316,0
2016-04-17;259,0
2016-04-18;131,0
2016-04-19;179,0
2016-04-20;165,0
2016-04-21;163,0
2016-04-22;200,0
2016-04-23;335,0
2016-04-24;314,0
2016-04-25;142,0
2016-04-26;148,0
2016-04-27;151,0
2016-04-28;164,0
2016-04-29;220,0
2016-04-30;374,0
2016-05-01;366,0
2016-05-02;232,0
2016-05-03;218,0
2016-05-04;237,0
2016-05-05;254,0
2016-05-06;296,0
2016-05-07;604,0
2016-05-08;365,0
2016-05-09;168,0
2016-05-10;150,0
2016-05-11;189,0
2016-05-12;177,0
2016-05-13;227,0
2016-05-14;338,0
2016-05-15;284,0
2016-05-16;161,0
2016-05-17;186,0
2016-05-18;175,0
2016-05-19;176,0
2016-05-20;221,0
2016-05-21;346,0
2016-05-22;249,0
2016-05-23;126,0
2016-05-24;185,0
2016-05-25;164,0
2016-05-26;197,0
2016-05-27;405,0
2016-05-28;322,0
2016-05-29;267,0
2016-05-30;175,0
2016-05-31;330,0
2016-06-01;189,0
2016-06-02;178,0
2016-06-03;196,0
2016-06-04;357,0
2016-06-05;283,0
2016-06-06;151,0
2016-06-07;138,0
2016-06-08;166,0
2016-06-09;162,0
2016-06-10;237,0
2016-06-11;318,0
2016-06-12;278,0
2016-06-13;148,0
2016-06-14;186,0
2016-06-15;183,0
2016-06-16;213,0
2016-06-17;314,0
2016-06-18;481,0
2016-06-19;345,0
2016-06-20;174,0
2016-06-21;165,0
2016-06-22;174,0
2016-06-23;188,0
2016-06-24;233,0
2016-06-25;347,0
2016-06-26;260,0
2016-06-27;151,0
